first,last,category,amt,gender,state,merchant,hour,day_of_week,is_fraud
Diana,Miller,food_out,1760.8222795527029,M,MA,HighEndClub,22,0,0
Charlie,Miller,shopping_net,550.2237373276415,F,NJ,Amazon,11,5,0
Diana,Smith,shopping_net,1837.8091778301064,M,NY,HighEndClub,17,6,0
Edward,Thomas,gas_transport,392.8097127396832,M,FL,Apple,19,0,0
Fiona,Brown,food_out,758.1904819466873,M,MA,Nike,13,2,0
Alice,Smith,health_fitness,1920.157165991946,M,NJ,Starbucks,12,0,0
George,Anderson,gas_transport,1973.2535959146765,F,AZ,Amazon,14,3,0
Charlie,Brown,food_out,1845.889227743149,F,AZ,Apple,22,5,0
Jane,Anderson,shopping_net,1509.991536629055,M,AZ,SuperStore,1,2,0
Edward,Taylor,gas_transport,1673.89316043294,F,AZ,GasStation,17,0,0
Charlie,Thomas,food_out,963.1760918611171,F,IL,Amazon,13,4,0
Jane,Doe,shopping_net,1340.0679250146668,M,WA,Amazon,10,6,0
John,Johnson,shopping_net,482.08046353587554,F,IL,Apple,12,3,0
John,Doe,grocery_pos,1530.1711921261144,M,NY,HighEndClub,8,2,0
George,Wilson,shopping_net,572.706769152812,M,WA,HighEndClub,16,3,0
John,Smith,food_out,1766.2955864591606,M,CA,Walmart,20,2,0
Fiona,Brown,entertainment,729.755547039723,M,FL,Apple,5,4,0
Bob,Taylor,food_out,630.9134547255104,M,WA,Apple,3,4,0
Alice,Anderson,shopping_net,1819.3460422154408,F,NY,Nike,15,6,0
George,Thomas,shopping_net,1908.2950146366263,F,CA,Nike,5,6,0
Bob,Moore,shopping_net,1147.8860487031523,M,CA,Nike,13,1,0
John,Thomas,grocery_pos,1370.616039963192,F,NV,GasStation,20,6,0
John,Doe,grocery_pos,1189.0827831751085,F,IL,HighEndClub,0,0,0
Alice,Miller,grocery_pos,1411.0919539596118,M,AZ,Walmart,23,0,0
Hannah,Moore,entertainment,1769.6017330565655,F,TX,Nike,11,2,0
Diana,Wilson,gas_transport,1716.4247763151848,F,NY,GasStation,18,6,0
Hannah,Taylor,food_out,401.9345147124747,M,FL,Apple,0,5,0
John,Doe,shopping_net,1096.3190167019868,M,NJ,Starbucks,23,0,0
Charlie,Miller,shopping_net,499.51068744403796,F,NY,Apple,22,6,0
Charlie,Smith,health_fitness,424.4652702496737,M,FL,Walmart,15,3,0
Charlie,Smith,grocery_pos,71.24029291812082,M,IL,Starbucks,4,3,0
Hannah,Wilson,gas_transport,120.02879956401286,F,MA,Starbucks,11,5,0
Diana,Moore,health_fitness,135.69416729183513,F,NY,GasStation,11,3,0
John,Taylor,health_fitness,1182.3379320714837,M,WA,Nike,12,2,0
George,Thomas,entertainment,800.5088914965256,M,NY,Amazon,15,6,0
Fiona,Taylor,shopping_net,509.9067735752784,M,WA,GasStation,1,3,0
Fiona,Moore,food_out,1113.6004958182414,M,AZ,SuperStore,9,5,0
Hannah,Johnson,gas_transport,1970.6847323167756,F,CA,Walmart,16,6,0
George,Smith,food_out,1054.8779664845301,M,NJ,Amazon,19,3,0
George,Thomas,health_fitness,689.6249187762257,M,AZ,Nike,19,2,0
Jane,Miller,food_out,1647.481388941883,F,NV,Starbucks,1,3,0
Alice,Doe,food_out,1936.1949555725803,M,CA,Apple,17,0,0
John,Taylor,health_fitness,571.0854475855014,F,FL,GasStation,19,2,0
Alice,Smith,entertainment,1810.3200095331433,M,WA,Apple,1,5,0
Alice,Taylor,entertainment,911.8284869985994,M,AZ,Nike,1,6,0
Alice,Moore,shopping_net,601.2692253048517,F,CA,Starbucks,8,6,0
Hannah,Anderson,shopping_net,88.57983646953026,F,NV,Walmart,12,0,0
Alice,Moore,gas_transport,225.64305673845925,M,WA,Starbucks,4,5,0
Charlie,Doe,health_fitness,94.8451825378881,F,NV,Apple,10,1,0
Charlie,Miller,grocery_pos,236.48410868335287,M,NV,Apple,21,5,0
Alice,Doe,food_out,90.02682650573458,F,IL,HighEndClub,3,0,0
Charlie,Doe,food_out,604.3836360410996,M,AZ,Nike,16,5,0
Fiona,Moore,food_out,716.6723887840554,F,AZ,Starbucks,9,5,0
Charlie,Miller,gas_transport,1621.1731506274405,F,CA,Walmart,3,3,0
Jane,Brown,shopping_net,261.9300619093575,F,NY,Starbucks,10,4,0
Edward,Anderson,health_fitness,849.8499711721227,M,NY,HighEndClub,20,0,0
Edward,Taylor,entertainment,967.6409534914006,M,IL,GasStation,15,5,0
Alice,Anderson,gas_transport,384.8867865245414,M,MA,Amazon,21,3,0
Edward,Moore,entertainment,374.2490435690985,M,NY,Walmart,2,3,0
Bob,Doe,shopping_net,137.67821400723014,M,TX,SuperStore,5,5,0
Edward,Brown,gas_transport,248.2885963695111,M,NJ,Amazon,23,0,0
Jane,Wilson,health_fitness,1607.7475714760817,M,IL,Starbucks,6,1,0
Charlie,Thomas,health_fitness,1200.0929330806678,M,MA,Walmart,1,2,0
Edward,Smith,food_out,1916.2094317929996,F,NJ,Apple,19,2,0
John,Miller,shopping_net,388.49897983329953,M,AZ,Nike,13,4,0
Diana,Johnson,grocery_pos,1930.5584799595138,M,CA,SuperStore,13,0,0
Diana,Miller,food_out,1862.38734854389,M,FL,GasStation,23,1,0
Hannah,Thomas,food_out,1242.2255352864597,F,MA,Apple,14,2,0
Diana,Moore,grocery_pos,64.13533408883514,M,NJ,Starbucks,17,1,0
Hannah,Moore,shopping_net,269.1655263602034,M,IL,Nike,14,4,0
George,Johnson,gas_transport,282.75493017693896,F,WA,Nike,2,0,0
Diana,Wilson,health_fitness,1180.5269782918087,F,MA,SuperStore,14,5,1
Fiona,Thomas,gas_transport,1857.5371154682919,M,NY,SuperStore,23,2,0
Alice,Doe,entertainment,184.9492947783024,F,NJ,Walmart,19,4,0
Jane,Doe,entertainment,789.297938847877,F,WA,Starbucks,22,5,0
Bob,Moore,health_fitness,1405.3179966911027,M,WA,Amazon,5,1,0
Hannah,Thomas,food_out,207.12609164523832,M,CA,Walmart,10,5,0
Jane,Wilson,food_out,1721.881068513773,M,WA,HighEndClub,8,1,0
Hannah,Moore,food_out,1038.3857625171922,M,MA,Walmart,4,2,0
Alice,Taylor,grocery_pos,1930.1986950092748,F,TX,Starbucks,21,6,1
Jane,Smith,health_fitness,1376.10748740698,F,NV,Walmart,11,1,0
John,Anderson,entertainment,1038.7783159517269,M,FL,Apple,17,0,0
Hannah,Doe,food_out,118.66105468000904,M,WA,Amazon,13,2,0
Fiona,Doe,health_fitness,1458.3526992292198,F,WA,Starbucks,12,5,0
Fiona,Miller,entertainment,1636.1527130923694,M,FL,Apple,1,5,0
Diana,Doe,grocery_pos,1091.5389076524664,F,TX,Amazon,8,1,0
John,Taylor,health_fitness,575.7110007294463,M,AZ,Apple,21,3,0
Diana,Thomas,shopping_net,746.0997753290973,F,NY,Nike,23,5,0
Bob,Brown,gas_transport,1480.7971970686226,F,TX,Apple,1,0,0
Alice,Anderson,gas_transport,182.58149254234087,F,WA,SuperStore,14,5,0
Diana,Miller,gas_transport,208.42335049028637,M,TX,Starbucks,3,5,0
Hannah,Doe,health_fitness,247.98589155687256,M,AZ,HighEndClub,6,6,1
George,Miller,health_fitness,1766.0063197944617,F,NJ,Amazon,0,6,0
Bob,Taylor,shopping_net,1513.5294270576726,M,NY,Walmart,19,4,0
Alice,Moore,gas_transport,1690.3599520287958,M,NV,Nike,21,2,0
Charlie,Anderson,entertainment,1583.5653553181976,M,MA,HighEndClub,2,2,0
Edward,Taylor,shopping_net,1021.4029046299169,F,IL,Walmart,9,1,0
Alice,Moore,gas_transport,1759.8790309757785,F,AZ,Amazon,10,1,0
Jane,Johnson,entertainment,666.2938250335687,M,TX,Nike,22,5,0
Jane,Moore,entertainment,1732.624097401345,M,AZ,Apple,13,5,0
Charlie,Smith,grocery_pos,1224.942829280793,M,NV,Amazon,16,1,0
Diana,Wilson,gas_transport,386.6990644821207,M,WA,SuperStore,16,3,0
Alice,Smith,entertainment,1132.1359588213336,F,MA,Walmart,2,6,0
Bob,Taylor,gas_transport,6.301785221412501,M,CA,Nike,20,5,0
Bob,Wilson,entertainment,1662.8341466556353,F,NY,Nike,2,3,1
Edward,Brown,health_fitness,1123.1182589872878,F,TX,Walmart,11,6,0
Jane,Taylor,health_fitness,895.1873919733806,F,IL,Nike,20,1,0
Charlie,Thomas,gas_transport,265.5422544568651,F,IL,Walmart,7,1,0
John,Moore,gas_transport,1304.3584301331475,M,NJ,Starbucks,12,5,0
Fiona,Moore,health_fitness,1576.7675412181293,M,WA,SuperStore,9,1,0
Alice,Taylor,food_out,24.858375040564407,F,CA,Amazon,3,4,0
Hannah,Anderson,entertainment,710.7840661593506,F,NY,GasStation,12,3,0
Alice,Moore,food_out,1548.679729209985,M,FL,HighEndClub,5,3,0
Hannah,Wilson,food_out,336.60678927169516,M,MA,Apple,7,5,0
John,Wilson,food_out,355.9606446766071,F,CA,Apple,1,2,0
Fiona,Brown,grocery_pos,318.3480476622838,F,FL,SuperStore,4,3,0
Jane,Miller,entertainment,1092.3101905553665,M,FL,Apple,8,0,0
Jane,Doe,shopping_net,1184.5741118571896,M,NY,Apple,11,2,0
Bob,Taylor,entertainment,1693.5000644383656,M,IL,Apple,2,5,0
Charlie,Taylor,gas_transport,580.9696582897307,M,TX,Amazon,8,1,0
Hannah,Taylor,gas_transport,1776.1858329932445,M,FL,Nike,5,5,0
Fiona,Smith,gas_transport,689.2881050167656,M,IL,Starbucks,21,1,0
Hannah,Miller,health_fitness,912.2220456471744,F,WA,Walmart,9,2,0
Bob,Anderson,health_fitness,1228.0963442066004,F,NV,Amazon,5,3,0
John,Taylor,health_fitness,1268.7488250504489,F,NY,GasStation,4,3,0
Diana,Thomas,grocery_pos,1323.4927259754165,M,MA,Amazon,6,5,0
Fiona,Anderson,entertainment,629.4236551898681,M,FL,GasStation,10,0,0
Diana,Moore,food_out,1488.670753910507,M,IL,Nike,12,5,0
Diana,Johnson,food_out,1263.7602133536323,F,NV,Nike,3,2,0
Bob,Wilson,shopping_net,207.81471929448605,M,WA,HighEndClub,17,2,0
Alice,Wilson,health_fitness,1974.2398889101885,M,TX,Apple,23,2,0
Diana,Wilson,gas_transport,1767.9414228531969,F,IL,HighEndClub,15,5,0
Bob,Johnson,food_out,501.63189665549083,M,NY,Walmart,13,1,1
Charlie,Doe,shopping_net,1124.8047492381959,F,FL,Amazon,13,3,0
Edward,Wilson,shopping_net,1840.288078975184,M,NV,Walmart,6,3,0
Jane,Brown,food_out,1136.2053419192662,F,FL,Apple,20,0,0
Hannah,Thomas,food_out,66.79567648347512,M,CA,Starbucks,8,0,0
John,Smith,entertainment,1560.403765276976,M,WA,Apple,11,2,0
Edward,Moore,gas_transport,809.5300850437176,F,AZ,Starbucks,7,4,0
Diana,Thomas,grocery_pos,249.33478224033735,F,NJ,Starbucks,10,4,0
Charlie,Johnson,gas_transport,1861.8654971594763,M,WA,HighEndClub,17,5,0
Charlie,Miller,entertainment,1252.1741317992476,M,NV,Amazon,18,0,0
Edward,Moore,health_fitness,1177.5548269826727,M,NY,Walmart,2,0,0
Charlie,Anderson,grocery_pos,1055.182465170955,F,AZ,HighEndClub,20,5,0
George,Anderson,grocery_pos,1406.3197884424033,M,AZ,GasStation,16,5,0
George,Doe,food_out,370.29221935467285,M,IL,Amazon,18,0,0
John,Moore,entertainment,600.4464060565435,F,WA,SuperStore,2,0,0
John,Thomas,gas_transport,1831.9962550876196,F,TX,GasStation,6,3,0
Edward,Wilson,gas_transport,566.7125533362042,F,MA,Starbucks,7,1,0
Alice,Brown,gas_transport,814.857260030699,F,NY,GasStation,7,6,0
Bob,Moore,gas_transport,572.4585094599995,M,NJ,HighEndClub,21,5,0
Diana,Doe,gas_transport,610.5127242886304,F,NJ,Apple,6,1,0
Jane,Smith,shopping_net,503.0001210582316,M,MA,HighEndClub,3,6,0
Fiona,Thomas,health_fitness,1491.1090272615163,M,FL,Nike,0,6,0
Charlie,Johnson,gas_transport,209.40798531303625,F,WA,Walmart,6,1,0
Edward,Thomas,entertainment,1859.6062638348158,M,IL,SuperStore,0,1,0
George,Miller,shopping_net,980.8887440790769,M,FL,Walmart,7,3,0
Diana,Wilson,shopping_net,598.6255394087833,F,NY,Walmart,0,1,1
Charlie,Thomas,grocery_pos,273.12595488473215,F,CA,SuperStore,19,4,0
Fiona,Smith,shopping_net,295.68844902137005,M,AZ,Nike,12,0,0
Alice,Brown,gas_transport,1669.3875770644254,F,NJ,Amazon,18,4,0
Fiona,Thomas,shopping_net,1514.2254361775138,F,NY,Starbucks,17,3,0
Fiona,Moore,entertainment,1102.9916311020058,F,IL,GasStation,9,5,0
Diana,Brown,entertainment,1326.9895678622688,F,MA,SuperStore,11,6,0
George,Taylor,food_out,441.3842751005384,M,WA,Apple,21,0,1
Jane,Moore,gas_transport,1860.4823053545676,M,TX,Amazon,2,4,0
Bob,Smith,food_out,124.32398943818482,F,TX,Apple,2,1,0
Fiona,Smith,grocery_pos,1675.418258384368,F,NV,Nike,6,0,0
Edward,Johnson,shopping_net,899.5540168378421,F,AZ,Starbucks,22,0,0
Jane,Miller,shopping_net,1248.850178422785,M,WA,Amazon,11,0,0
Edward,Miller,food_out,519.5581942857211,F,CA,Amazon,9,6,0
Bob,Taylor,gas_transport,1231.4655505244236,M,MA,Starbucks,16,5,0
Hannah,Doe,entertainment,224.3960616877923,F,CA,Walmart,23,6,0
Fiona,Smith,entertainment,94.55628369743428,F,NV,GasStation,6,2,0
John,Miller,food_out,630.6580770509345,F,NY,Starbucks,20,4,0
John,Moore,shopping_net,586.6920637163233,M,AZ,HighEndClub,2,1,0
Alice,Johnson,health_fitness,1405.2432699383035,M,FL,Starbucks,12,2,0
Alice,Anderson,food_out,1846.4997744497875,F,WA,Nike,16,4,0
Bob,Taylor,entertainment,842.4844992052637,F,NY,Walmart,3,5,0
Diana,Doe,entertainment,245.2433329789006,M,WA,Amazon,2,4,0
Fiona,Moore,grocery_pos,869.1470558414948,F,FL,Walmart,0,3,0
Hannah,Doe,shopping_net,1353.2693125278497,M,CA,Apple,2,3,0
George,Doe,health_fitness,373.50349428067767,F,NY,GasStation,12,1,0
Jane,Taylor,health_fitness,1223.237535260362,M,IL,Starbucks,11,5,0
Diana,Johnson,gas_transport,1019.3991502431401,M,IL,GasStation,21,0,0
Fiona,Smith,gas_transport,81.47802420127177,F,TX,Walmart,6,1,0
Diana,Doe,gas_transport,177.34642914485804,M,CA,Apple,22,0,0
Jane,Smith,grocery_pos,444.26279231676773,F,IL,GasStation,9,4,0
George,Taylor,health_fitness,40.51631118920237,F,TX,Nike,10,6,0
Diana,Johnson,entertainment,1523.508170991054,F,FL,HighEndClub,23,6,0
Hannah,Anderson,food_out,1621.3565871966237,F,TX,Amazon,3,1,0
George,Miller,food_out,843.3688959048736,F,WA,SuperStore,5,5,0
John,Miller,gas_transport,642.1873240708807,F,WA,SuperStore,5,4,0
Hannah,Anderson,shopping_net,794.0254868514367,F,FL,Starbucks,3,5,0
Charlie,Miller,food_out,859.6558979370891,F,FL,HighEndClub,23,1,0
John,Moore,gas_transport,1459.4889934895189,F,NV,Starbucks,8,6,0
Hannah,Smith,food_out,1676.115554885031,M,TX,Starbucks,21,4,0
John,Anderson,food_out,1670.5895712481827,F,CA,Amazon,16,2,0
Diana,Moore,grocery_pos,1088.9457386850459,M,NY,Amazon,12,0,0
Jane,Brown,grocery_pos,1761.377881394361,F,MA,Amazon,16,1,0
Diana,Brown,health_fitness,1815.2051253614998,M,CA,Walmart,17,6,0
Jane,Moore,entertainment,1967.3941849276114,M,NY,Apple,18,4,0
Alice,Wilson,grocery_pos,1691.9015569899486,M,AZ,Starbucks,4,4,0
Charlie,Thomas,entertainment,1062.9744100142548,F,NV,Walmart,4,4,0
Alice,Smith,grocery_pos,1458.8242251586942,F,CA,Nike,8,3,0
Fiona,Moore,food_out,1127.3273243481365,M,AZ,Amazon,14,2,0
Diana,Miller,shopping_net,329.6176854374119,M,NY,Amazon,9,0,0
Diana,Johnson,health_fitness,235.47580080330243,M,NJ,Apple,7,2,0
Bob,Anderson,shopping_net,634.9467587268822,F,NV,Walmart,23,1,0
Hannah,Smith,shopping_net,391.7863648283292,F,AZ,Nike,7,5,0
John,Thomas,food_out,1351.0599553309946,F,NJ,Apple,8,4,0
Bob,Wilson,health_fitness,1799.6432841415717,M,MA,SuperStore,17,1,0
Fiona,Wilson,food_out,1121.7907909990652,M,TX,Amazon,18,2,0
Diana,Anderson,food_out,1505.4777694882675,M,NV,Starbucks,14,3,0
Bob,Wilson,shopping_net,1572.892877785913,F,TX,Nike,21,1,0
Edward,Wilson,entertainment,1328.4143150732882,F,IL,Nike,15,2,0
George,Doe,food_out,402.3262089563195,F,FL,HighEndClub,7,1,0
Alice,Thomas,gas_transport,1051.0745575826998,M,AZ,SuperStore,1,0,0
Jane,Thomas,entertainment,1485.3470884141843,F,FL,Walmart,22,0,0
George,Wilson,shopping_net,1836.9420494568712,M,NV,Apple,7,6,0
Hannah,Taylor,health_fitness,1989.6510144610647,F,WA,GasStation,12,1,0
Diana,Smith,shopping_net,1414.9948943320144,F,WA,Starbucks,8,3,0
Alice,Brown,gas_transport,1514.2854715274298,M,MA,SuperStore,6,5,0
Alice,Taylor,grocery_pos,659.5627285764582,F,WA,Amazon,6,5,0
Fiona,Doe,shopping_net,1055.6691489440614,F,NJ,Apple,6,0,0
Jane,Moore,shopping_net,1003.5199788400677,M,TX,GasStation,4,1,0
Diana,Brown,food_out,1168.2135689923023,M,AZ,HighEndClub,3,3,0
Jane,Doe,entertainment,1271.6821109910472,F,WA,Walmart,4,0,0
Charlie,Anderson,food_out,1994.1947395935842,M,NV,SuperStore,8,4,0
Charlie,Smith,shopping_net,1586.7243727037476,M,NJ,Starbucks,13,5,0
Edward,Thomas,grocery_pos,1272.794092866269,M,NJ,SuperStore,22,4,0
Hannah,Thomas,gas_transport,381.57538911320466,M,CA,Apple,17,0,0
John,Doe,health_fitness,86.74425261565177,M,WA,Starbucks,5,3,0
George,Thomas,gas_transport,10.711388947519062,F,NY,Walmart,19,1,0
John,Brown,entertainment,1648.746561581263,F,IL,GasStation,13,2,0
Charlie,Miller,health_fitness,1666.05515948797,M,FL,GasStation,5,5,0
George,Doe,entertainment,311.1205435485217,F,IL,HighEndClub,1,1,0
Jane,Miller,food_out,66.98684333364213,F,NJ,SuperStore,8,6,0
John,Doe,shopping_net,73.82253091845332,F,AZ,Nike,11,5,0
Hannah,Anderson,shopping_net,787.41264414925,F,CA,Nike,6,1,0
Bob,Thomas,food_out,1250.6650335802542,M,WA,HighEndClub,17,2,1
Diana,Wilson,health_fitness,910.277940415423,F,IL,Walmart,4,2,0
Fiona,Doe,shopping_net,858.4936405787746,M,NV,SuperStore,5,5,0
John,Brown,gas_transport,551.8215408277368,F,WA,GasStation,16,4,0
John,Taylor,food_out,150.29569711601127,M,CA,Amazon,14,4,0
Jane,Thomas,food_out,579.4805087226792,F,NY,Walmart,18,0,0
Edward,Wilson,food_out,1707.4897960056956,F,TX,Amazon,19,3,0
Charlie,Wilson,grocery_pos,87.97291652396923,F,AZ,Starbucks,23,3,0
Edward,Miller,food_out,1184.0288091982661,M,NY,GasStation,7,1,0
Fiona,Taylor,grocery_pos,258.86771366637356,M,IL,HighEndClub,4,0,0
Alice,Taylor,grocery_pos,1720.9396690574602,F,TX,HighEndClub,19,2,0
Edward,Moore,health_fitness,502.6637968499454,M,NJ,Amazon,12,3,0
Charlie,Thomas,entertainment,1019.7366365511177,F,FL,Nike,9,6,0
Diana,Thomas,entertainment,785.1755105196903,M,FL,GasStation,7,0,0
Bob,Johnson,food_out,598.0071048430452,F,TX,Amazon,0,1,0
Jane,Miller,food_out,1205.7632418629723,M,NV,Nike,21,3,0
Bob,Brown,shopping_net,1001.0290366462809,F,IL,Apple,15,2,0
Hannah,Doe,grocery_pos,803.7630738741041,M,AZ,Apple,11,0,0
Fiona,Brown,gas_transport,265.50943972105927,M,FL,Amazon,23,1,0
John,Johnson,food_out,352.6554282918948,M,IL,SuperStore,12,3,0
John,Anderson,entertainment,973.1129577752382,F,AZ,Nike,21,3,0
Diana,Miller,entertainment,1194.8334182680017,M,IL,Walmart,11,5,0
Edward,Miller,health_fitness,659.8695977626327,M,NV,SuperStore,15,3,0
Fiona,Miller,gas_transport,295.6132073149824,M,IL,Apple,13,3,0
Fiona,Taylor,food_out,1032.6841053486437,F,AZ,SuperStore,2,5,0
John,Smith,gas_transport,1012.6666420491669,F,FL,SuperStore,12,2,0
George,Anderson,entertainment,368.5102004185771,F,FL,Amazon,12,5,0
John,Moore,food_out,352.8804742744556,F,MA,Walmart,13,2,0
Charlie,Johnson,entertainment,1186.3653314300395,M,CA,SuperStore,18,3,0
Hannah,Taylor,food_out,1378.521294182682,F,CA,SuperStore,11,1,0
Jane,Anderson,food_out,1786.5793944910163,M,CA,Starbucks,18,3,0
Jane,Miller,gas_transport,997.9960291579781,F,AZ,Apple,17,3,0
Fiona,Doe,food_out,323.40059715386377,F,MA,Apple,21,1,0
Hannah,Doe,grocery_pos,1110.2687117702972,M,TX,HighEndClub,19,2,0
Diana,Moore,gas_transport,432.9916753317504,M,MA,Nike,17,0,0
John,Wilson,grocery_pos,1535.382478773942,M,FL,HighEndClub,16,4,0
Charlie,Anderson,health_fitness,1995.7126413806286,F,AZ,Nike,17,6,0
Diana,Johnson,entertainment,1487.0138285261592,F,WA,GasStation,12,1,0
Charlie,Moore,entertainment,961.9693920728234,F,WA,Amazon,6,3,0
Bob,Doe,health_fitness,1715.5762122501133,M,WA,GasStation,18,5,0
Charlie,Smith,grocery_pos,658.668288345831,M,IL,Amazon,17,6,0
Alice,Doe,grocery_pos,1003.9234161014942,F,CA,GasStation,13,4,0
Jane,Thomas,grocery_pos,1103.6593818361478,F,NV,Starbucks,8,1,0
John,Johnson,food_out,1694.245343096348,F,FL,Walmart,15,4,0
John,Taylor,food_out,1597.9658073134501,M,NV,Amazon,1,1,0
Charlie,Wilson,entertainment,1143.7818545488828,F,AZ,Starbucks,14,2,0
George,Wilson,shopping_net,1580.2043171065304,M,WA,SuperStore,7,6,0
Jane,Miller,entertainment,1685.9174063493774,M,TX,HighEndClub,0,4,0
Hannah,Johnson,grocery_pos,1224.6237546594991,F,IL,Walmart,14,5,1
Bob,Wilson,health_fitness,1215.915292758499,M,NJ,SuperStore,9,5,0
John,Johnson,food_out,617.0448154002634,M,NV,HighEndClub,1,5,0
John,Moore,shopping_net,1148.887149580133,F,NY,Apple,6,1,0
Hannah,Taylor,entertainment,971.5682814404805,M,NY,Walmart,16,0,0
Fiona,Doe,food_out,473.0823063752323,M,IL,GasStation,1,6,0
Alice,Brown,shopping_net,159.51034794808697,M,AZ,GasStation,6,2,0
George,Smith,shopping_net,1400.4570370502151,M,MA,SuperStore,7,2,0
Diana,Johnson,grocery_pos,1499.5631878199215,M,NY,Starbucks,22,3,0
George,Doe,grocery_pos,1351.8185398558235,F,AZ,HighEndClub,17,2,0
Bob,Johnson,grocery_pos,541.7226145526386,F,TX,Nike,4,2,0
Hannah,Taylor,entertainment,1381.7235941390957,F,MA,SuperStore,6,5,0
George,Doe,health_fitness,1437.3678156943665,M,AZ,HighEndClub,18,5,0
Charlie,Anderson,health_fitness,1385.891551625266,F,FL,SuperStore,17,6,0
Edward,Miller,entertainment,636.1842599593855,M,CA,HighEndClub,21,4,0
Fiona,Doe,gas_transport,1065.462188287349,F,IL,HighEndClub,18,5,0
Edward,Anderson,gas_transport,1422.9250780496589,M,FL,Starbucks,0,2,0
George,Anderson,grocery_pos,626.327158662439,M,FL,Walmart,2,0,0
Edward,Miller,health_fitness,1267.0968099390964,F,WA,GasStation,3,0,1
Hannah,Thomas,gas_transport,1028.9784961193127,F,NV,Apple,17,1,1
Bob,Moore,grocery_pos,1307.2702066705833,F,MA,Starbucks,14,6,0
Fiona,Brown,gas_transport,1406.2657417837627,F,NY,Walmart,20,2,0
Bob,Anderson,shopping_net,112.98959926532909,F,FL,Nike,21,0,0
George,Johnson,grocery_pos,731.1165588294898,F,NV,GasStation,0,6,0
John,Thomas,entertainment,581.2563201029805,M,FL,Starbucks,22,5,0
Hannah,Brown,health_fitness,1801.460921540916,F,MA,Amazon,20,1,0
Edward,Taylor,shopping_net,1347.4020404680252,M,IL,Walmart,21,6,0
Jane,Brown,shopping_net,525.208484292767,F,NY,Starbucks,12,6,0
Charlie,Wilson,shopping_net,1935.4835166606058,F,NY,Apple,7,6,0
Charlie,Miller,entertainment,33.32703657655807,F,NY,HighEndClub,5,3,0
Edward,Miller,shopping_net,1884.6516392463934,M,CA,Apple,3,1,0
Charlie,Moore,entertainment,272.67684694197817,F,NV,Apple,5,4,0
Diana,Miller,food_out,1173.858086625919,M,FL,Starbucks,0,0,0
Fiona,Smith,entertainment,1211.9286799341291,F,NV,Walmart,10,4,0
Edward,Brown,entertainment,1107.224794485705,F,NJ,Starbucks,19,4,0
Jane,Moore,entertainment,96.49259928081909,F,WA,SuperStore,3,6,0
Fiona,Johnson,gas_transport,296.599242861543,M,FL,Apple,11,4,0
Hannah,Moore,health_fitness,524.934474201925,M,IL,Amazon,12,3,0
Diana,Thomas,food_out,1462.622158453174,M,WA,Walmart,9,1,0
Alice,Taylor,grocery_pos,1309.800828093909,F,NY,HighEndClub,3,6,0
Edward,Anderson,gas_transport,1715.6063079598891,F,CA,GasStation,19,0,0
Fiona,Wilson,entertainment,1264.4669811147453,F,MA,SuperStore,12,2,0
Charlie,Thomas,shopping_net,467.97348796979986,M,AZ,Nike,10,5,0
Alice,Johnson,gas_transport,1344.4370396264708,F,FL,Nike,16,2,0
Hannah,Anderson,grocery_pos,363.5993487906712,M,AZ,Amazon,7,6,0
Jane,Doe,shopping_net,1177.5120624142269,M,CA,Walmart,16,3,0
Fiona,Wilson,grocery_pos,1569.2041398115862,F,NJ,Apple,2,0,0
Charlie,Moore,grocery_pos,1267.8625384801444,F,NV,Walmart,21,3,0
Edward,Anderson,grocery_pos,1281.166085553079,F,NV,Starbucks,2,4,0
Hannah,Doe,health_fitness,1782.393777305872,M,AZ,Starbucks,9,4,0
Charlie,Wilson,health_fitness,1497.186755354088,M,AZ,Nike,1,3,0
Charlie,Wilson,health_fitness,373.93477403253917,F,AZ,Nike,8,0,0
John,Anderson,health_fitness,1792.7563385966096,F,AZ,Walmart,6,4,0
George,Miller,shopping_net,1286.6552308600565,M,WA,Amazon,8,0,0
Bob,Thomas,grocery_pos,1388.3912896449826,F,NJ,Apple,5,4,0
George,Thomas,shopping_net,127.18865279074792,F,NY,SuperStore,0,6,0
Alice,Miller,gas_transport,1480.2839092178283,M,WA,Apple,14,2,0
Fiona,Wilson,food_out,1730.0532109176595,M,FL,Walmart,20,0,0
Bob,Moore,grocery_pos,1178.8061323538127,F,IL,GasStation,21,1,0
Jane,Doe,gas_transport,216.0728039456652,M,CA,Walmart,0,3,0
Jane,Anderson,grocery_pos,260.0644885158631,F,AZ,HighEndClub,10,2,0
Jane,Wilson,food_out,199.82873423136448,M,NY,HighEndClub,16,3,0
Hannah,Taylor,food_out,1718.7877575931882,M,CA,Nike,13,1,0
Fiona,Miller,gas_transport,928.7408336622699,F,WA,Nike,0,4,0
John,Anderson,health_fitness,1577.439354201472,F,MA,SuperStore,22,5,0
Edward,Brown,shopping_net,265.36497372245884,M,NY,Apple,12,3,0
Jane,Thomas,entertainment,1674.3952488132836,M,NY,Apple,2,3,0
Edward,Johnson,health_fitness,839.446921002865,F,FL,HighEndClub,18,6,1
John,Brown,entertainment,750.1836314946958,M,MA,SuperStore,1,0,0
Fiona,Smith,grocery_pos,653.197645541165,F,NJ,SuperStore,1,1,0
Hannah,Doe,health_fitness,576.0124859444081,F,NY,Walmart,0,3,1
John,Anderson,food_out,1400.1346700788906,F,TX,Nike,4,5,0
